Carbon_bomb_name_source_CB,Country_source_CB,World_region,Potential_GtCO2_source_CB,Fuel_type_source_CB,GEM_id_source_GEM,GEM_url_source_GEM,Latitude,Longitude,Latitude_longitude_source,Operators_source_GEM,Parent_company_source_GEM,Companies_involved_source_GEM,Multiple_unit_concerned_source_GEM,Carbon_bomb_description,Carbon_bomb_start_year,Status_source_CB,Status_source_GEM,Status_lvl_1,Status_lvl_2
Sembar Shale,Pakistan,Asia,2.840236853,Oil&Gas,No informations available on GEM,No informations available on GEM,30.3308401,71.247499,Country CB,,No informations on company (100.0%),No informations on company (100.0%),,No description available,No start year available,not started,,not started,not started
Sengwe Colliery,Zimbabwe,Africa,1.0,Coal,M3682,https://www.gem.wiki/Sengwa_coal_mine,-17.326699,28.420141,GEM,Rio Energy,RioZim (100.0%),RioZim (100.0%),,"Sengwa coal mine, also known as Gokwe North Project or the RioZim Project, is a proposed coal mine in the Sengwa coal field in Gokwe North, Zimbabwe.",No start year available,operating,proposed,proposed,not started
SeverEnergia Project,Russia,Europe,1.099534929,Oil&Gas,OG0012386|OG0012054,https://www.gem.wiki/Samburgskoye_Oil_and_Gas_Field_(Russia)|https://www.gem.wiki/Yen-Yakhinskoye_Gas_Field_(Russia),66.834167,77.248611,GEM,Gazprom dobycha Urengoy|None,None (100.0%)|Gazprom (100.0%),None (100.0%)|Gazprom (100.0%),Samburgskoye|Yen-Yakhinskoye,No description available,No start year available,operating,operating,operating,operating
Shaanxi Caojiatan Coal Mine,China,Asia,3.336897696,Coal,M0319,https://www.gem.wiki/Shaanxi_Caojiatan_coal_mine,38.556704,109.898777,GEM,Shaanxi Coal Caojiatan Mining Company,Shaanxi Coal and Chemical Industry Group (51.0%);Shaanxi Financial Holding Group (23.0%);Yulin City Yuyang District Energy Investment Company (12.0%);Yulin State-Owned Asset Operation and Management Company (8.0%);Shenmu County State-Owned Asset Management Company (5.0%);Others (1.0%),Shaanxi Coal and Chemical Industry Group (51.0%);Shaanxi Financial Holding Group (23.0%);Yulin City Yuyang District Energy Investment Company (12.0%);Yulin State-Owned Asset Operation and Management Company (8.0%);Shenmu County State-Owned Asset Management Company (5.0%);Others (1.0%),,曹家滩煤矿 位于国家陕北大型煤炭基地榆神矿区一期规划区，矿井建设规模1500万吨/年。,No start year available,not started,operating,operating,operating
Shahaiji No.1 Coal Mine,China,Asia,1.1959332,Coal,M0321,https://www.gem.wiki/Shahaiji_No.1_coal_mine,46.63269329868602,86.19783666736673,GEM,State Grid Energy Hefeng Coal Power Company,China Energy (100.0%),China Energy (100.0%),,"沙吉海一号煤矿,建设地点位于新疆维吾尔自治区塔城地区和布克赛尔蒙古自治县境内，矿井建设规模500万吨/年。",No start year available,operating,operating,operating,operating
Shajihai No.2 Coal Mine,China,Asia,1.1471196,Coal,M0322,https://www.gem.wiki/Shahaiji_No.1_coal_mine,46.62623839418114,86.18215824560076,GEM,State Grid Energy Hefeng Coal and Electricity Company,China Energy (100.0%),China Energy (100.0%),,"沙吉海一号煤矿,建设地点位于新疆维吾尔自治区塔城地区和布克赛尔蒙古自治县境内，矿井建设规模500万吨/年。",No start year available,operating,operating,operating,operating
Shangwan Coal Mine,China,Asia,1.78657776,Coal,M0326,https://www.gem.wiki/Shangwan_Coal_Mine,39.217545,110.007346,GEM,China Shenhua Energy,China Energy (69.0%);HKSCC Nominees Limited (17.0%);Others (14.0%),China Energy (69.0%);HKSCC Nominees Limited (17.0%);Others (14.0%),,中国神华能源股份有限公司上湾煤矿位于内蒙古鄂尔多斯市伊金霍洛旗乌兰木伦镇。,No start year available,operating,operating,operating,operating
Shangyuquan Coal Mine,China,Asia,1.428774072,Coal,M0327,https://www.gem.wiki/Shangyuquan_Coal_Mine,39.256901,111.22119,GEM,Shanxi Luneng Hequ Electricity & Coal Development Company,Guangdong Jinma Tourism Group (70.0%);Jinneng Group (30.0%),Guangdong Jinma Tourism Group (70.0%);Jinneng Group (30.0%),,山西鲁能河曲电煤开发有限责任公司上榆泉煤矿 位于山西省忻州市河曲县巡镇镇。,No start year available,operating,operating,operating,operating
Shanxi Dongda Coal Mine,China,Asia,1.02996696,Coal,M0329,https://www.gem.wiki/Shanxi_Dongda_Coal_Mine,35.726066,112.424415,GEM,Shanxi Coal Transportation and Sale Group Dongda Energy Company,Jinneng Group (100.0%),Jinneng Group (100.0%),,山西东大煤矿 位于山西省沁水县郑庄镇，矿井建设规模500万吨/年。,No start year available,not started,proposed,proposed,not started
Shanxi Lu'an Gucheng Coal Mine,China,Asia,1.811350662,Coal,M0331,https://www.gem.wiki/Shanxi_Lu'an_Gucheng_mine,36.25626,112.918649,GEM,Shanxi Lu'an Mining Group,Lu'an Chemical Group (100.0%),Lu'an Chemical Group (100.0%),,潞安古城煤矿 设计生产能力为800万吨/年，位于山西省长治市境内，是山西省2018年煤炭产业升级改造项目。,No start year available,operating,operating,operating,operating
Shaqu No.1 Coal Mine,China,Asia,1.38630624,Coal,M0335,https://www.gem.wiki/Shaqu_No.1_Mine,37.411799,110.861439,GEM,Huajin Coking Coal Company,China Coal (28.0%);Shanxi Coking Coal Group (51.0%);Others (21.0%),China Coal (28.0%);Shanxi Coking Coal Group (51.0%);Others (21.0%),,沙曲一号矿井位于山西省河东煤田中段、离柳矿区西南部，矿井生产能力由180万吨/年改扩建至500万吨/年。,No start year available,operating,operating,operating,operating
Shaybah,Saudi Arabia,Asia,4.268589672,Oil&Gas,OG0014115,https://www.gem.wiki/Shaybah_Oil_and_Gas_Field_(Saudi_Arabia),21.7237,53.6572,GEM,Saudi Aramco,No informations on company (100.0%),Saudi Aramco (100.0%),,Shaybah Field is an operating oil and gas field in Saudi Arabia.,1998,operating,operating,operating,operating
Shengli,China,Asia,1.50578136,Oil&Gas,OG0010833,https://www.gem.wiki/Shengli_Oil_Complex_(China),37.1771,118.4754,GEM,Shengli Oil Field Company,Sinopec Group (100.0%),Sinopec Group (100.0%),,Shengli Complex (胜利) is an operating oil complex in China.,1961,operating,operating,operating,operating
Shengli East No.2 Coal Mine,China,Asia,4.5936618,Coal,M0336,https://www.gem.wiki/Shengli_East_No.2_open-pit_mine,44.06697,116.22348,GEM,Inner Mongolia Datang International Xilinhaote Mining Company,China Datang (35.34%);HKSCC Nominees Limited (32.9%);Tianjin Energy Investment Group (7.0%);Hebei Construction & Investment Group (6.93%);Beijing Energy Group (6.81%);Others (7.749999999999986%),China Datang (35.34%);HKSCC Nominees Limited (32.9%);Tianjin Energy Investment Group (7.0%);Hebei Construction & Investment Group (6.93%);Beijing Energy Group (6.81%);Others (7.749999999999986%),,胜利东二号露天矿 位于胜利煤田的中部，由内蒙古大唐国际锡林浩特矿业有限公司负责开发、建设和运营。内蒙古大唐国际锡林浩特矿业有限公司由大唐国际发电股份有限公司、中国大唐集团煤业有限公司共同出资成立。 ,No start year available,operating,operating,operating,operating
Shengli No.1 Open-Pit Coal Mine,China,Asia,1.6129498,Coal,M0337,https://www.gem.wiki/Shengli_No.1_open-pit_mine,44.002945,116.00678,GEM,China Energy Beidian Shengli Energy,China Energy (46.0%);China Huaneng (26.0%);Others (28.0%),China Energy (46.0%);China Huaneng (26.0%);Others (28.0%),,"胜利一号露天矿 年产能规模为2800万吨/年, 该矿位于内蒙古自治区锡林郭勒盟锡林浩特市北郊。",No start year available,not started,operating,operating,operating
Shenhua Baorixile Surface Coal Mine,China,Asia,1.5660757,Coal,M0339,https://www.gem.wiki/Shenhua_Baorixile_Surface_Mine,49.391925,119.746017,GEM,China Energy Baorixile Energy Company,China Energy (39.0%);Guangda Holding Company (17.0%);China National Petroleum Corporation (9.0%);Changchun Jijun Trade Company (2.0%);Others (33.0%),China Energy (39.0%);Guangda Holding Company (17.0%);China National Petroleum Corporation (9.0%);Changchun Jijun Trade Company (2.0%);Others (33.0%),,"神华宝日希勒能源有限公司宝日希勒露天煤矿 建设规模为3500万吨/年, 内蒙古自治区呼伦贝尔市陈巴尔虎旗境内。",No start year available,operating,operating,operating,operating
Shenhua Bulianta Coal Mine,China,Asia,2.22313896,Coal,M0340,https://www.gem.wiki/Shenhua_Bulianta_Coal_Mine,39.354814,110.168084,GEM,China Shenhua Energy,China Energy (69.0%);HKSCC Nominees Limited (17.0%);Others (14.0%),China Energy (69.0%);HKSCC Nominees Limited (17.0%);Others (14.0%),,"中国神华能源股份有限公司补连塔煤矿 建设规模为2800万吨/年, 位于内蒙古鄂尔多斯市伊金霍洛旗乌兰木伦镇境内。",No start year available,operating,operating,operating,operating
Shenhua Heidaigou Surface Coal Mine,China,Asia,2.72080242,Coal,M0341,https://www.gem.wiki/Shenhua_Heidaigou_Surface_Mine,39.794309,111.254573,GEM,Shenhua Junggar Energy,China Energy (40.0%);China Cinda Asset Management Company (42.0%);Others (18.0%),China Energy (40.0%);China Cinda Asset Management Company (42.0%);Others (18.0%),,"神华准格尔能源有限责任公司黑岱沟露天矿 规模为3400万吨/年, 位于内蒙古自治区鄂尔多斯市准格尔旗薛家湾镇境内。",No start year available,operating,operating,operating,operating
Shicaocun Coal Mine,China,Asia,1.456378163,Coal,M0342,https://www.gem.wiki/Shicaocun_mine,37.943405,106.696881,GEM,China Energy Ningxia Coal Industry Company,China Energy (51.0%);Ningxia State-Owned Assets Company (49.0%),China Energy (51.0%);Ningxia State-Owned Assets Company (49.0%),,石槽村煤矿  隶属于神华宁夏煤业集团，位于宁夏回族自治区宁东煤田境内，设计年产量为600万吨／年。,No start year available,operating,operating,operating,operating
Shigetai Coal Mine,China,Asia,1.19330253,Coal,M0343,https://www.gem.wiki/Shigetai_Coal_Mine,39.412064,110.13213,GEM,China Shenhua Energy,China Energy (69.0%);HKSCC Nominees Limited (17.0%);Others (14.0%),China Energy (69.0%);HKSCC Nominees Limited (17.0%);Others (14.0%),,中国神华能源股份有限公司石疙台煤矿 位于陕西省神木市大柳塔镇，生产能力为1200万吨/年。,No start year available,operating,operating,operating,operating
Shilawusu Coal Mine,China,Asia,3.884098152,Coal,M0344,https://www.gem.wiki/Shilawusu_mine,39.018006,109.621986,GEM,Inner Mongolia Haosheng Coal Industry Company,Shandong Energy (77.0%);Shanghai Huayi Group (19.0%);Jiutai Energy (2.0%);Jinchengtai Limited Liability Company Of Chemical Industry of Ordos City (1.0%);Others (1.0%),Shandong Energy (77.0%);Shanghai Huayi Group (19.0%);Jiutai Energy (2.0%);Jinchengtai Limited Liability Company Of Chemical Industry of Ordos City (1.0%);Others (1.0%),,石拉乌素煤矿 位于内蒙古自治区鄂尔多斯市伊金霍洛旗境内，属神东煤炭基地呼基尔特矿区规划新建矿井。矿井建设规模1000万吨/年。,No start year available,not started,operating,operating,operating
Shitoumei No.1 Coal Mine,China,Asia,2.416834556,Coal,M0345,https://www.gem.wiki/Shitoumei_No.1_open_pit_coal_mine,44.271559,93.057426,GEM,Xinjiang Energy Group,Xinjiang Energy Group (100.0%),Xinjiang Energy Group (100.0%),,"石头梅一号露天煤矿(一期工程),建设地点位于新疆维吾尔自治区哈密市巴里坤哈萨克自治县境内，矿井建设规模500万吨/年。",No start year available,not started,operating,operating,operating
Shtokman,Russia,Europe,6.135874132,Oil&Gas,OG0012077,https://www.gem.wiki/Shtokman_Gas_Field_(Russia),71.794,45.723,GEM,Gazprom,TotalEnergies (25.0%);Equinor ASA (24.0%);Gazprom (51.0%),TotalEnergies (25.0%);Equinor ASA (24.0%);Gazprom (51.0%),,Shtokman Field (Штокмановское) is a gas field in development in Russia.,No start year available,not started,in development,in development,not started
Shubarkol Coal Mine,Kazakhstan,Asia,0.99091608,Coal,M4231,https://www.gem.wiki/Shubarkol_Premium_Coal_Mine,49.017346,68.614549,GEM,Shubarkol Premium JSC,Joint Resources JSC (67.0%); (16.5%);Others (16.5%),Joint Resources JSC (67.0%); (16.5%);Others (16.5%),,"Shurbarkol Premium Coal Mine (разрез Шубарколь Премиум) is a SURFACE mine in Karaganda region, Kazaakhstan.",2016,operating,operating,operating,operating
Shurapskaya Coal Mine,Russia,Europe,1.03240764,Coal,M0845,https://www.gem.wiki/Shurapskaya_coal_mine,55.5959,86.1429,GEM,SDS UGOL,Siberian Business Union-Coal (SBU) (100.0%),Siberian Business Union-Coal (SBU) (100.0%),,"The Shurapskaya coal mine (шахта Шурапская) is a proposed coal mine in Kemerovo Oblast, Russia.",No start year available,not started,shelved,shelved,not started
Siarmal Coal Mine,India,Asia,1.8605412,Coal,M0632,https://www.gem.wiki/Siarmal_coal_mine,22.043469,83.733619,GEM,Mahanadi Coalfields Limited (MCL),Coal India (100.0%),Coal India (100.0%),,"The Siarmal coal mine is proposed mine, to be operated by Mahanadi Coalfields Limited, a subsidiary of Coal India, with a capacity of 50 million tonnes per annum, in the Ib Valley coalfield in Odisha state, India.",No start year available,not started,proposed,proposed,not started
Sihe Coal Mine,China,Asia,1.00522563,Coal,M2137,https://www.gem.wiki/Sihe_No.2_Coal_Mine,35.533277,112.651247,GEM,Jinneng Holding Equipment Manufacturing Group,Jinneng Group (70.06%);China Development Bank (10.29%);China Cinda Asset Management Company (13.65%);Others (6.0%),Jinneng Group (70.06%);China Development Bank (10.29%);China Cinda Asset Management Company (13.65%);Others (6.0%),,山西晋城无烟煤矿业集团有限责任公司寺河煤矿二号井 是一个井工矿，位于山西省晋城市泽州县川底乡和村村。,No start year available,operating,operating,operating,operating
Sijiazhuang Coal Mine,China,Asia,1.559805723,Coal,M0348,https://www.gem.wiki/Sijiazhuang_Coal_Mine,37.585557,113.621388,GEM,Yangquan Coal Industry Group,Huayang New Material Technology Group (100.0%),Huayang New Material Technology Group (100.0%),,山西阳煤寺家庄煤业有限责任公司  位于山西省晋中市昔阳县乐平镇，生产能力为500万吨/年。,No start year available,operating,operating,operating,operating
Sirte Shale,Libya,Africa,1.703281911,Oil&Gas,No informations available on GEM,No informations available on GEM,26.8234472,18.1236723,Country CB,,No informations on company (100.0%),No informations on company (100.0%),,No description available,No start year available,not started,,not started,not started
South Pars (Phases 2-3) dry gas,Iran,Asia,1.016274224,Oil&Gas,OG0012246,https://www.gem.wiki/South_Pars_(Phase_2-3)_Gas_Field_(Iran),26.93208573438476,52.26078113035417,GEM,TotalEnergies,TotalEnergies (40.0%);Gazprom (30.0%);Petroliam Nasional Berhad (Petronas) (30.0%),TotalEnergies (40.0%);Gazprom (30.0%);Petroliam Nasional Berhad (Petronas) (30.0%),,South Pars (Phase 2-3) Field is an operating gas field in Iran.,2002,operating,operating,operating,operating
South Pars (Phases 20-21),Iran,Asia,1.017173226,Oil&Gas,OG0012257,https://www.gem.wiki/South_Pars_(Phase_20-21)_Gas_Field_(Iran),26.85999201772849,52.09069012122814,GEM,Pars Oil and Gas Company,National Iranian Oil Company (100.0%),National Iranian Oil Company (100.0%),,South Pars (Phase 20-21) Field is an operating gas field in Iran.,2017,operating,operating,operating,operating
South Pars (Phases 22-24),Iran,Asia,1.04273081,Oil&Gas,OG0014110,https://www.gem.wiki/South_Pars_(all_phases)_Gas_Field_(Iran),26.881271568153416,52.14199022753333,GEM,,No informations on company (100.0%),No informations on company (100.0%),,South Pars (all phases) Field is an operating gas field in Iran.,2002,operating,operating,operating,operating
South Pars (Phases 4-5) dry gas,Iran,Asia,1.100975522,Oil&Gas,OG0012247,https://www.gem.wiki/South_Pars_(Phase_4-5)_Gas_Field_(Iran),26.90374014807064,52.122312915243945,GEM,Eni S.P.A.,Eni S.P.A. (60.0%);PPL (8.0%);PPI (12.0%);National Iranian Oil Company (20.0%),Eni S.P.A. (60.0%);PPL (8.0%);PPI (12.0%);National Iranian Oil Company (20.0%),,South Pars (Phase 4-5) Field is an operating gas field in Iran.,2005,operating,operating,operating,operating
South Pars (Phases 9-10) dry gas,Iran,Asia,1.265006303,Oil&Gas,OG0012249,https://www.gem.wiki/South_Pars_(Phase_9-10)_Gas_Field_(Iran),26.891027350570408,52.130418592316126,GEM,National Iranian Oil Company,No informations on company (100.0%),National Iranian Oil Company (100.0%),,South Pars (Phase 9-10) Field is an operating gas field in Iran.,2009,operating,operating,operating,operating
Southeast Uplift Onshore Heilongjiang Province,China,Asia,1.750536451,Oil&Gas,No informations available on GEM,No informations available on GEM,34.943303967218,104.94185833785636,Country CB,,No informations on company (100.0%),No informations on company (100.0%),,No description available,No start year available,not started,,not started,not started
"Spirit River (Notikewin, Falher, Wilrich)",Canada,North America,2.976203115,Oil&Gas,No informations available on GEM,No informations available on GEM,60.97247202443151,-108.0913323699758,Country CB,,No informations on company (100.0%),No informations on company (100.0%),,No description available,No start year available,operating,,operating,operating
Stepnoy Coal Mine,Russia,Europe,3.55851144,Coal,M0850,https://www.gem.wiki/Stepnoy_coal_mine,53.705548,91.087818,GEM,Razrez Stepnoy Coal Company JSC,Octo Coal (100.0%),Octo Coal (100.0%),,"The Stepnoy coal mine (Разрез Степной) is a surface mine in Khakassia Republic, Russia.",1993,operating,operating,operating,operating
Suancigou Coal Mine,China,Asia,2.077994952,Coal,M0351,https://www.gem.wiki/Suancigou_coal_mine,39.705785,111.205624,GEM,Inner Mongolia Yitai Jingyue Suancigou Mining Company,Inner Mongolia Yitai Group (52.0%);Shanxi Yuedian Energy (24.0%);Beijing Jingneng Power Company (24.0%),Inner Mongolia Yitai Group (52.0%);Shanxi Yuedian Energy (24.0%);Beijing Jingneng Power Company (24.0%),,酸刺沟煤矿 是内蒙古鄂尔多斯准格尔矿区规划的矿井之一，由内蒙古伊泰京粤酸刺沟矿业有限责任公司投资建设， 生产能力为1800万吨/年。,No start year available,operating,operating,operating,operating
Sudair Shale,Saudi Arabia,Asia,1.032893123,Oil&Gas,No informations available on GEM,No informations available on GEM,25.602051018952928,42.29856833652924,Country CB,,No informations on company (100.0%),No informations on company (100.0%),,No description available,No start year available,not started,,not started,not started
Sugodinsk-Ogodzhinsky Coal Mine,Russia,Europe,1.81586592,Coal,M0851,https://www.gem.wiki/Sugodinsk-Ogodzhinsky_coal_mine,52.750425,132.581978,GEM,Ogodzhinskaya Coal Company,A-Property (100.0%),A-Property (100.0%),,"The Sugodinsk-Ogodzhinsky Coal Mine (Огоджинскоe месторождениe) is a surface mine located in Amur Oblast, Russia.",No start year available,not started,mothballed,mothballed,stopped
Syncrude Mildred Lake/Aurora,Canada,North America,1.184050044,Oil&Gas,OG0009631,"https://www.gem.wiki/Athabasca_Area_-_Scheme_8573P_Oil_Sands_Project_(Alberta,_Canada)",57.056,-111.711,GEM,Syncrude Canada Limited,Suncor (58.7%);Imperial Oil Resources Limited (25.0%);Sinopec Oil Sands Partnership (9.0%);CNOOC Oil Sands Canada (7.2%);Others (0.09999999999999432%),Suncor (58.7%);Imperial Oil Resources Limited (25.0%);Sinopec Oil Sands Partnership (9.0%);CNOOC Oil Sands Canada (7.2%);Others (0.09999999999999432%),,"Athabasca Area - Scheme 8573P Oil Sands Project is an operating oil project in the province of Alberta in Canada. For all oil sands projects in Alberta, the project name is based on the oil sands area name and the scheme approval number.",1978,operating,operating,operating,operating
Talahao Coal Mine,China,Asia,1.297489895,Coal,M0353,https://www.gem.wiki/Talahao_mine,39.79013,110.156685,GEM,Inner Mongolia Yitai Coal Company,Inner Mongolia Yitai Investment (100.0%),Inner Mongolia Yitai Investment (100.0%),,塔拉壕煤矿 位于内蒙古自治区鄂尔多斯市东胜区境内，年设计生产能力600万吨。,No start year available,operating,operating,operating,operating
Talaipalli Coal Mine,India,Asia,1.53294876,Coal,M0640,https://www.gem.wiki/Talaipalli_coal_mine,22.17758,83.355201,GEM,National Thermal Power Corporation,National Thermal Power Corporation (100.0%),National Thermal Power Corporation (100.0%),,"The Talaipalli coal mine an opencast-underground mine, operated by National Thermal Power Corporation Limited, producing 0.19 million tonnes per annum is located in Tehsil Gharghoda, District Raigarh, Chhattisgarh, India.",2019,operating,operating,operating,operating
Taldinsky Coal Mine,Russia,Europe,2.196612,Coal,M0854,https://www.gem.wiki/Taldinsky_coal_mine,54.177222,87.190556,GEM,Kuzbassrazrezugol,Ural Mining Metallurgical Company (100.0%),Ural Mining Metallurgical Company (100.0%),,"The Taldinsky coal mine (Талдинский разрез) is a surface coal mine in Kemerovo Oblast, Russia. ",1986,operating,operating,operating,operating
Talike District No. 2 Coal Mine,China,Asia,1.1349162,Coal,M0354,https://www.gem.wiki/Talike_District_No._2_Mine,41.979907,84.378789,GEM,Bazhou Dongchen Industry and Trade Company,Bazhou Dongchen Industry and Trade Company (100.0%),Bazhou Dongchen Industry and Trade Company (100.0%),,塔里克区二号矿井，又名”轮台卫东煤矿“，一期工程。矿井建设地点位于新疆维吾尔自治区巴音郭楞蒙古自治州轮台县，矿井建设规模120万吨/年。,No start year available,not started,proposed,proposed,not started
Tambey Zone (Yamal Megaproject),Russia,Europe,2.474909236,Oil&Gas,OG0012380,https://www.gem.wiki/Yuzhno-Tambeyskoye_Oil_and_Gas_Field_(Russia),71.235,71.546,GEM,JSC Yamal LNG,PAO NOVATEK (50.1%);TotalEnergies (20.0%);China National Petroleum Corporation (20.0%);Wutongshu Investment Platform Co. (6.4%);China Investment Co (1.5%);China Development Bank (0.5%);China Import-Export Bank (1.5%),PAO NOVATEK (50.1%);TotalEnergies (20.0%);China National Petroleum Corporation (20.0%);Wutongshu Investment Platform Co. (6.4%);China Investment Co (1.5%);China Development Bank (0.5%);China Import-Export Bank (1.5%),,Yuzhno-Tambeyskoye Field (Южно-Тамбейское) is an operating oil and gas field in Russia.,2017,not started,operating,operating,operating
Tanf Shale,Syria,Asia,1.363655326,Oil&Gas,No informations available on GEM,No informations available on GEM,34.6401861,39.0494106,Country CB,,No informations on company (100.0%),No informations on company (100.0%),,No description available,No start year available,not started,,not started,not started
Tannezuft Shale,Algeria,Africa,2.347866837,Oil&Gas,No informations available on GEM,No informations available on GEM,28.0000272,2.9999825,Country CB,,No informations on company (100.0%),No informations on company (100.0%),,No description available,No start year available,not started,,not started,not started
Tanzanian Coastal Offshore,Tanzania,Africa,1.031198167,Oil&Gas,No informations available on GEM,No informations available on GEM,-6.5247123,35.7878438,Country CB,,No informations on company (100.0%),No informations on company (100.0%),,No description available,No start year available,not started,,not started,not started
Taohe Coal Mine,China,Asia,1.413495415,Coal,M0356,https://www.gem.wiki/Taohe_coal_mine,46.798152,85.710006,GEM,Hoboksar Mongol Autonomous County Huadi Mining Company,Shandong First Geological and Mineral Exploration Institute (100.0%),Shandong First Geological and Mineral Exploration Institute (100.0%),,陶和矿井(一期工程)矿井建设地点位于新疆维吾尔自治区塔城地区和布克赛尔蒙古自治县，一期矿井建设规模120万吨/年。,No start year available,not started,proposed,proposed,not started
Taran Gaole Coal Mine,China,Asia,2.928816,Coal,M0357,https://www.gem.wiki/Taran_Gaole_coal_mine,39.996232,109.205991,GEM,China Energy,China Energy (100.0%),China Energy (100.0%),,塔然高勒煤矿 地处内蒙古鄂尔多斯境内，矿井设计生产能力为年产1000万吨，是神华集团首座千万吨立井煤矿。,No start year available,not started,proposed,proposed,not started
Tarim (CNPC),China,Asia,1.959883851,Oil&Gas,OG0010827,https://www.gem.wiki/Tarim_Gas_Field_(China),40.9466,82.2528,GEM,PetroChina,No informations on company (100.0%),PetroChina (100.0%),,Tarim Field (塔里木) is an operating gas field in China.,No start year available,operating,operating,operating,operating
Tashan Coal Mine,China,Asia,9.003555,Coal,M0358,https://www.gem.wiki/Tashan_Coal_Mine,39.924229,113.070254,GEM,Datong Datang Tashan Coal Mining Company,Jinneng Group (41.0%);China Datang (9.0%);HKSCC Nominees Limited (9.0%);Others (41.0%),Jinneng Group (41.0%);China Datang (9.0%);HKSCC Nominees Limited (9.0%);Others (41.0%),,同煤大唐塔山煤矿有限公司塔山煤矿 是一座井工煤矿，位于山西省大同市。,No start year available,operating,operating,operating,operating
Tavan Tolgoi Coal Mine,Mongolia,Asia,16.03032948,Coal,M0736,https://www.gem.wiki/Tavan_Tolgoi_coal_deposit,43.625,105.474167,GEM,Erdenes Tavan Tolgoi,Erdenes MGL (100.0%),Erdenes MGL (100.0%),,"The Tavan Tolgoi coal deposit is a coal mine in South Gobi (Ömnögovi) Province, Mongolia.",No start year available,not started,operating,operating,operating
Taymyr Basin CBM,Russia,Europe,1.233321785,Oil&Gas,No informations available on GEM,No informations available on GEM,64.59202824294421,97.71305102357611,Country CB,,No informations on company (100.0%),No informations on company (100.0%),,No description available,No start year available,not started,,not started,not started
Tengiz,Kazakhstan,Asia,3.357866129,Oil&Gas,OG0012591,https://www.gem.wiki/Tengiz_Oil_and_Gas_Field_(Kazakhstan),45.4741,53.0719,GEM,Tengizchevroil LLP,Joint-Stock Company “Sovereign Wealth Fund “Samruk Kazyna” (18.1%);National Bank of the Republic of Kazakhstan (1.9%);Chevron Corporation (50.0%);ExxonMobil Corporation (25.0%);PJSC LUKOIL (5.0%),Joint-Stock Company “Sovereign Wealth Fund “Samruk Kazyna” (18.1%);National Bank of the Republic of Kazakhstan (1.9%);Chevron Corporation (50.0%);ExxonMobil Corporation (25.0%);PJSC LUKOIL (5.0%),,Tengiz Field (Тенгиз) is an operating oil and gas field in Kazakhstan.,1991,operating,operating,operating,operating
Thar Coal Mine,Pakistan,Asia,1.886983,Coal,M0750,https://www.gem.wiki/Thar_Mine,24.7755787,70.3982412,GEM,Sindh Engro Coal Mining Company,Sindh Engro Coal Mining Company (100.0%),Sindh Engro Coal Mining Company (100.0%),,"Thar Mine is an open-pit coal mine -- Pakistan's first -- operated by Sindh Engro Coal Mining Company, a joint venture between the Government of Sindh and the Engro Energy Corporation, in the Tharparkar District, Sindh province, Pakistan.",2018,operating,operating,operating,operating
Timan - Pechora Basin Offshore,Russia,Europe,2.48143889,Oil&Gas,No informations available on GEM,No informations available on GEM,64.62267255887363,97.6757031203325,Country CB,,No informations on company (100.0%),No informations on company (100.0%),,No description available,No start year available,not started,,not started,not started
Timan - Pechora Basin Onshore,Russia,Europe,2.351649692,Oil&Gas,No informations available on GEM,No informations available on GEM,64.62998604280237,97.73826448691504,Country CB,,No informations on company (100.0%),No informations on company (100.0%),,No description available,No start year available,not started,,not started,not started
Tongxin Coal Mine,China,Asia,1.56861936,Coal,M0363,https://www.gem.wiki/Tongxin_Coal_Mine,40.013182,113.103349,GEM,Jinneng Holding Group Tongxin Coal Mine Shanxi Company,Jinneng Group (45.62%);China Energy (30.0%);China Cinda Asset Management Company (21.08%);Others (3.3%),Jinneng Group (45.62%);China Energy (30.0%);China Cinda Asset Management Company (21.08%);Others (3.3%),,同煤国电同忻煤矿有限公司 位于山西省大同市云冈区。,No start year available,operating,operating,operating,operating
Troll,Norway,Europe,1.77210443,Oil&Gas,OG0004500,https://www.gem.wiki/Troll_Oil_and_Gas_Field_(Norway),60.72052686060313,3.703872965572407,GEM,Equinor Energy AS,Petoro AS (56.0%);Equinor ASA (30.6%);Shell plc (8.1%);TotalEnergies (3.7%);ConocoPhillips (1.6%);Others (1.4210854715202004e-14%),Petoro AS (56.0%);Equinor ASA (30.6%);Shell plc (8.1%);TotalEnergies (3.7%);ConocoPhillips (1.6%);Others (1.4210854715202004e-14%),,No description available,No start year available,operating,operating,operating,operating
Tunguska Basin CBM,Russia,Europe,8.843821834,Oil&Gas,No informations available on GEM,No informations available on GEM,64.75737988896859,97.772153585689,Country CB,,No informations on company (100.0%),No informations on company (100.0%),,No description available,No start year available,not started,,not started,not started
Tutupan Coal Mine,Indonesia,Asia,1.09340658,Coal,M0704,https://www.gem.wiki/Tutupan_coal_mine,-2.204484,115.527798,GEM,Adaro Indonesia,Adaro Energy (100.0%),Adaro Energy (100.0%),,"The Tutupan coal mine is an opencast mine, operated by Adaro Indonesia, a subsidiary of Adaro Group, with a capacity of 35.6 million tonnes-per-annum (MTPA) in South Kalimantan, Indonesia.",No start year available,operating,operating,operating,operating
